id,type,nb_pieces,loc,surface,prix,loc1,loc2,loc3,loc1_x,loc1_y,loc2_x,loc2_y,loc3_x,loc3_y
immo-facile-57160570,Appartement,3,75015 Paris 15e (Alleray - Procession),69,760000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
immo-facile-57080699,Appartement,3,75015 Paris 15e (Vaugirard - Parc des Expositions),94,950000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
netty-company37553fby-appt-11811,Appartement,5,75015 Paris 15e (Alleray - Procession),101,1170000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
hektor-lequartierimmobilier-301,Appartement,3,75015 Paris 15e (Alleray - Procession),78,925000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
ag753010-445286063,Appartement,3,75015 Paris 15e (Vaugirard - Parc des Expositions),83,675000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
ag754727-445245419,Appartement,3,75015 Paris 15e (Georges Brassens),73,710000,Georges Brassens,Quartier Saint-Lambert,75015,48.8300493,2.2950116,48.8344438,2.298215644730872,48.8411228,2.2927657
ag755714-445295192,Appartement,2,75015 Paris 15e (Cambronne - Garibaldi),36,387000,Cambronne - Garibaldi,Quartier Necker,75015,48.8475232,2.3029457,48.8419763,2.312914671866996,48.8411228,2.2927657
ag755714-445247492,Appartement,3,75015 Paris 15e (Breteuil),59,815000,Breteuil,Quartier Necker,75015,48.8447528,2.3206059,48.8419763,2.312914671866996,48.8411228,2.2927657
netty-euporia-appt-5049,Appartement,5,75015 Paris 15e (Vaugirard - Parc des Expositions),135,1887000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
immo-facile-57133414,Appartement,1,75015 Paris 15e (Georges Brassens),12,145000,Georges Brassens,Quartier Saint-Lambert,75015,48.8300493,2.2950116,48.8344438,2.298215644730872,48.8411228,2.2927657
immo-facile-57155926,Appartement,3,75015 Paris 15e (Georges Brassens),52,495000,Georges Brassens,Quartier Saint-Lambert,75015,48.8300493,2.2950116,48.8344438,2.298215644730872,48.8411228,2.2927657
netty-company34457bum-appt-1932,Appartement,2,75015 Paris 15e (Georges Brassens),40,304000,Georges Brassens,Quartier Saint-Lambert,75015,48.8300493,2.2950116,48.8344438,2.298215644730872,48.8411228,2.2927657
safti-1-1383257,Appartement,2,75015 Paris 15e (Dupleix - Motte Picquet),49,595000,Dupleix - Motte Picquet,Quartier Dupleix,75015,48.852678499999996,2.2919682005109245,48.852678499999996,2.2919682005109245,48.8411228,2.2927657
immo-facile-53022148,Appartement,3,75015 Paris 15e (Pasteur - Montparnasse),56,695000,Pasteur - Montparnasse,Quartier Necker,75015,48.839240950000004,2.3182845061683954,48.8419763,2.312914671866996,48.8411228,2.2927657
iad-france-1689992,Appartement,4,75015 Paris 15e (Vaugirard - Parc des Expositions),89,920000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
ag912203-445075424,Appartement,4,75015 Paris 15e (Emeriau - Zola),97,1097000,Emeriau,Quartier de Grenelle,75015,48.8491184,2.2856383,48.8465079,2.290703,48.8411228,2.2927657
ag923348-445130075,Appartement,3,75015 Paris 15e (Emeriau - Zola),76,931000,Emeriau,Quartier de Grenelle,75015,48.8491184,2.2856383,48.8465079,2.290703,48.8411228,2.2927657
ag923348-445130681,Appartement,3,75015 Paris 15e (Emeriau - Zola),78,971000,Emeriau,Quartier de Grenelle,75015,48.8491184,2.2856383,48.8465079,2.290703,48.8411228,2.2927657
netty-company37553fby-appt-11810,Appartement,4,75015 Paris 15e (Saint-Lambert - Convention),87,995000,Saint-Lambert,,75015,48.8421795,2.2961988278577747,,,48.8411228,2.2927657
apimo-85394265,Appartement,2,75015 Paris 15e (Dupleix - Motte Picquet),48,699000,Dupleix - Motte Picquet,Quartier Dupleix,75015,48.852678499999996,2.2919682005109245,48.852678499999996,2.2919682005109245,48.8411228,2.2927657
stephane-plaza-4-4804242,Appartement,2,75015 Paris 15e (Emeriau - Zola),67,630000,Emeriau,Quartier de Grenelle,75015,48.8491184,2.2856383,48.8465079,2.290703,48.8411228,2.2927657
apimo-85304385,Appartement,6,75015 Paris 15e (Alleray - Procession),111,992000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
immo-facile-57139877,Appartement,3,75015 Paris 15e (Violet - Commerce),51,577500,Violet,Quartier de Javel,75015,48.8447996,2.2899924,48.8392472,2.279050277443888,48.8411228,2.2927657
immo-facile-57064502,Appartement,3,75015 Paris 15e (Dupleix - Motte Picquet),76,990000,Dupleix - Motte Picquet,Quartier Dupleix,75015,48.852678499999996,2.2919682005109245,48.852678499999996,2.2919682005109245,48.8411228,2.2927657
ag440414-444841424,Appartement,3,75015 Paris 15e (Vaugirard - Parc des Expositions),57,540000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
ag751164-444822326,Appartement,6,75015 Paris 15e (Pasteur - Montparnasse),155,1795000,Pasteur - Montparnasse,Quartier Necker,75015,48.839240950000004,2.3182845061683954,48.8419763,2.312914671866996,48.8411228,2.2927657
hektor-BELMONTLATOUR2021-674,Appartement,3,75015 Paris 15e (Vaugirard - Parc des Expositions),71,735000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
ag753775-444756905,Appartement,2,75015 Paris 15e (Vaugirard - Parc des Expositions),32,350000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
ag756771-444780752,Appartement,3,75015 Paris 15e (Saint-Lambert - Convention),61,936000,Saint-Lambert,,75015,48.8421795,2.2961988278577747,,,48.8411228,2.2927657
iad-france-1691357,Appartement,4,75015 Paris 15e (Saint-Lambert - Convention),81,899900,Saint-Lambert,,75015,48.8421795,2.2961988278577747,,,48.8411228,2.2927657
megagence-1-177271,Appartement,1,75015 Paris 15e (Vaugirard - Parc des Expositions),16,210000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
iad-france-1682729,Appartement,2,75015 Paris 15e (Vaugirard - Parc des Expositions),34,335000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
hektor-coteparticuliersboulogne-328344,Appartement,3,75015 Paris 15e (Alleray - Procession),67,630000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
ag942352-444651965,Appartement,4,75015 Paris 15e (Saint-Lambert - Convention),70,684000,Saint-Lambert,,75015,48.8421795,2.2961988278577747,,,48.8411228,2.2927657
ag340369-444643781,Appartement,3,75015 Paris 15e (Citroën - Boucicaut),47,429000,Citroën - Boucicaut,Quartier de Javel,75015,48.8414439,2.2869114,48.8392472,2.279050277443888,48.8411228,2.2927657
ag753010-444442322,Appartement,3,75015 Paris 15e (Georges Brassens),65,625000,Georges Brassens,Quartier Saint-Lambert,75015,48.8300493,2.2950116,48.8344438,2.298215644730872,48.8411228,2.2927657
ag754727-444551357,Appartement,1,75015 Paris 15e (Georges Brassens),35,360000,Georges Brassens,Quartier Saint-Lambert,75015,48.8300493,2.2950116,48.8344438,2.298215644730872,48.8411228,2.2927657
immo-facile-56054552,Appartement,5,75015 Paris 15e (Vaugirard - Parc des Expositions),104,970000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
ag755714-444596822,Appartement,2,75015 Paris 15e (Cambronne - Garibaldi),50,525000,Cambronne - Garibaldi,Quartier Necker,75015,48.8475232,2.3029457,48.8419763,2.312914671866996,48.8411228,2.2927657
oralia-0043-TAPP24126,Appartement,5,75015 Paris 15e (Cambronne - Garibaldi),121,1450000,Cambronne - Garibaldi,Quartier Necker,75015,48.8475232,2.3029457,48.8419763,2.312914671866996,48.8411228,2.2927657
ag756893-444600041,Appartement,1,75015 Paris 15e (Saint-Lambert - Convention),16,197000,Saint-Lambert,,75015,48.8421795,2.2961988278577747,,,48.8411228,2.2927657
apimo-85390238,Appartement,2,75015 Paris 15e (Dupleix - Motte Picquet),49,594000,Dupleix - Motte Picquet,Quartier Dupleix,75015,48.852678499999996,2.2919682005109245,48.852678499999996,2.2919682005109245,48.8411228,2.2927657
immo-facile-57122328,Appartement,3,75015 Paris 15e (Vaugirard - Parc des Expositions),65,549000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
ag753010-444339227,Appartement,2,75015 Paris 15e (Alleray - Procession),34,320000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
immo-facile-57113631,Appartement,3,75015 Paris 15e (Vaugirard - Parc des Expositions),57,380000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
iad-france-1688697,Appartement,1,75015 Paris 15e (Alleray - Procession),29,314000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
safti-1-1380940,Appartement,3,75015 Paris 15e (Emeriau - Zola),62,649000,Emeriau,Quartier de Grenelle,75015,48.8491184,2.2856383,48.8465079,2.290703,48.8411228,2.2927657
apimo-85370301,Appartement,6,75015 Paris 15e (Saint-Lambert - Convention),145,1520000,Saint-Lambert,,75015,48.8421795,2.2961988278577747,,,48.8411228,2.2927657
stephane-plaza-4-4685460,Appartement,1,75015 Paris 15e (Citroën - Boucicaut),22,215000,Citroën - Boucicaut,Quartier de Javel,75015,48.8414439,2.2869114,48.8392472,2.279050277443888,48.8411228,2.2927657
immo-facile-57106121,Appartement,3,75015 Paris 15e (Pasteur - Montparnasse),54,561000,Pasteur - Montparnasse,Quartier Necker,75015,48.839240950000004,2.3182845061683954,48.8419763,2.312914671866996,48.8411228,2.2927657
immo-facile-57106143,Appartement,5,75015 Paris 15e (Pasteur - Montparnasse),100,1148000,Pasteur - Montparnasse,Quartier Necker,75015,48.839240950000004,2.3182845061683954,48.8419763,2.312914671866996,48.8411228,2.2927657
safti-1-1324644,Appartement,4,75015 Paris 15e (Vaugirard - Parc des Expositions),114,825000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
safti-1-1379589,Appartement,5,75015 Paris 15e (Vaugirard - Parc des Expositions),165,1145000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
immo-facile-57105265,Appartement,2,75015 Paris 15e (Alleray - Procession),44,330000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
immo-facile-57105272,Appartement,2,75015 Paris 15e (Vaugirard - Parc des Expositions),60,410000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
immo-facile-57105283,Appartement,2,75015 Paris 15e (Alleray - Procession),42,420000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
immo-facile-57105288,Appartement,2,75015 Paris 15e (Georges Brassens),56,465000,Georges Brassens,Quartier Saint-Lambert,75015,48.8300493,2.2950116,48.8344438,2.298215644730872,48.8411228,2.2927657
immo-facile-57105290,Appartement,3,75015 Paris 15e (Vaugirard - Parc des Expositions),66,698000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
immo-facile-57105269,Appartement,5,75015 Paris 15e (Alleray - Procession),155,1098000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
ag753010-444005930,Appartement,2,75015 Paris 15e (Alleray - Procession),46,384000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
iad-france-1678113,Appartement,3,75015 Paris 15e (Cambronne - Garibaldi),70,799000,Cambronne - Garibaldi,Quartier Necker,75015,48.8475232,2.3029457,48.8419763,2.312914671866996,48.8411228,2.2927657
immo-facile-57080734,Appartement,2,75015 Paris 15e (Emeriau - Zola),64,649000,Emeriau,Quartier de Grenelle,75015,48.8491184,2.2856383,48.8465079,2.290703,48.8411228,2.2927657
laforet-immo-facile-22180812,Appartement,2,75015 Paris 15e (Saint-Lambert - Convention),26,270000,Saint-Lambert,,75015,48.8421795,2.2961988278577747,,,48.8411228,2.2927657
century-21-202_1131_25567,Appartement,1,75015 Paris 15e (Vaugirard - Parc des Expositions),20,213600,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
century-21-202_3165_2229,Appartement,2,75015 Paris 15e (Pasteur - Montparnasse),38,399000,Pasteur - Montparnasse,Quartier Necker,75015,48.839240950000004,2.3182845061683954,48.8419763,2.312914671866996,48.8411228,2.2927657
century-21-202_3168_5548,Appartement,4,75015 Paris 15e (Citroën - Boucicaut),107,1008400,Citroën - Boucicaut,Quartier de Javel,75015,48.8414439,2.2869114,48.8392472,2.279050277443888,48.8411228,2.2927657
century-21-202_1131_25587,Appartement,5,75015 Paris 15e (Vaugirard - Parc des Expositions),120,1250000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
ag755714-443945354,Appartement,3,75015 Paris 15e (Vaugirard - Parc des Expositions),50,499000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
safti-1-1325278,Appartement,6,75015 Paris 15e (Vaugirard - Parc des Expositions),243,1495000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
ag755544-443941580,Appartement,3,75015 Paris 15e (Georges Brassens),70,614000,Georges Brassens,Quartier Saint-Lambert,75015,48.8300493,2.2950116,48.8344438,2.298215644730872,48.8411228,2.2927657
immo-facile-56907760,Appartement,1,75015 Paris 15e (Georges Brassens),34,350000,Georges Brassens,Quartier Saint-Lambert,75015,48.8300493,2.2950116,48.8344438,2.298215644730872,48.8411228,2.2927657
ag753010-443827628,Studio,1,75015 Paris 15e (Citroën - Boucicaut),21,210000,Citroën - Boucicaut,Quartier de Javel,75015,48.8414439,2.2869114,48.8392472,2.279050277443888,48.8411228,2.2927657
ag755714-443827601,Studio,1,75015 Paris 15e (Alleray - Procession),30,257000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
ag912203-443831852,Appartement,4,75015 Paris 15e (Saint-Lambert - Convention),66,728000,Saint-Lambert,,75015,48.8421795,2.2961988278577747,,,48.8411228,2.2927657
century-21-202_1131_25189,Appartement,3,75015 Paris 15e (Vaugirard - Parc des Expositions),59,558250,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
hektor-NOHIL_1-227,Appartement,1,75015 Paris 15e (Alleray - Procession),18,172000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
safti-1-1379153,Appartement,4,75015 Paris 15e (Dupleix - Motte Picquet),88,835000,Dupleix - Motte Picquet,Quartier Dupleix,75015,48.852678499999996,2.2919682005109245,48.852678499999996,2.2919682005109245,48.8411228,2.2927657
hektor-br-immobilier-4185,Appartement,1,75015 Paris 15e (Vaugirard - Parc des Expositions),16,235000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
apimo-85347397,Appartement,4,75015 Paris 15e (Dupleix - Motte Picquet),92,1150000,Dupleix - Motte Picquet,Quartier Dupleix,75015,48.852678499999996,2.2919682005109245,48.852678499999996,2.2919682005109245,48.8411228,2.2927657
ag756375-443784677,Appartement,3,75015 Paris 15e (Alleray - Procession),72,685000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
ag752451-443712263,Appartement,3,75015 Paris 15e (Alleray - Procession),70,459529,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
ag753010-443696603,Appartement,4,75015 Paris 15e (Vaugirard - Parc des Expositions),87,790000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
ag912203-443694965,Appartement,2,75015 Paris 15e (Saint-Lambert - Convention),39,430000,Saint-Lambert,,75015,48.8421795,2.2961988278577747,,,48.8411228,2.2927657
immo-facile-57090348,Appartement,2,75015 Paris 15e (Georges Brassens),46,448000,Georges Brassens,Quartier Saint-Lambert,75015,48.8300493,2.2950116,48.8344438,2.298215644730872,48.8411228,2.2927657
immo-facile-57091207,Appartement,5,75015 Paris 15e (Pasteur - Montparnasse),152,1790000,Pasteur - Montparnasse,Quartier Necker,75015,48.839240950000004,2.3182845061683954,48.8419763,2.312914671866996,48.8411228,2.2927657
ag311656-443643845,Appartement,2,75015 Paris 15e (Pasteur - Montparnasse),44,495000,Pasteur - Montparnasse,Quartier Necker,75015,48.839240950000004,2.3182845061683954,48.8419763,2.312914671866996,48.8411228,2.2927657
netty-sthimmo-appt-2243,Appartement,5,75015 Paris 15e (Vaugirard - Parc des Expositions),111,850000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
apimo-85081076,Appartement,2,75015 Paris 15e (Alleray - Procession),52,530000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
ag753010-443649818,Appartement,4,75015 Paris 15e (Alleray - Procession),150,1150000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
gedeon-30054769,Appartement,2,75015 Paris 15e (Violet - Commerce),39,449000,Violet,Quartier de Javel,75015,48.8447996,2.2899924,48.8392472,2.279050277443888,48.8411228,2.2927657
immo-facile-56905352,Appartement,1,75015 Paris 15e (Citroën - Boucicaut),27,249000,Citroën - Boucicaut,Quartier de Javel,75015,48.8414439,2.2869114,48.8392472,2.279050277443888,48.8411228,2.2927657
century-21-202_1131_25577,Appartement,4,75015 Paris 15e (Georges Brassens),91,1250000,Georges Brassens,Quartier Saint-Lambert,75015,48.8300493,2.2950116,48.8344438,2.298215644730872,48.8411228,2.2927657
apimo-85348289,Appartement,1,75015 Paris 15e (Violet - Commerce),7,60000,Violet,Quartier de Javel,75015,48.8447996,2.2899924,48.8392472,2.279050277443888,48.8411228,2.2927657
hektor-cphparis15-203844,Appartement,1,75015 Paris 15e (Vaugirard - Parc des Expositions),9,59000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
